transformer1,year,month,efficient_neighbour,average_consumption,p1,p2,p3,p4,p5,p6,p7,p8,p9,id,month_n,monthly_consumption,score,previous_year_consumption
b,2020,December,246.7708207508552,321.6427418286913,177.5179441217336,246.7708207508552,316.0236973799768,347.2039592824878,359.3479138216935,371.4918683608992,387.5900614662093,411.5967317037282,435.6034019412471,5,12,108.265067492612,10,
b,2021,January,261.5738700446672,358.8503342313923,179.8549899214412,261.5738700446672,343.292750167893,390.4690703675149,420.3741106053345,450.2791508431541,472.8459604931991,480.7363089676944,488.6266574421897,5,1,98.1361097982153,10,463.326814239845
b,2021,February,121.512190896552,167.8988835890779,102.9188080104067,121.512190896552,140.1055737826972,147.2002356485464,148.5455370042475,149.8908383599486,164.7268388597298,206.5442376476717,248.3616364356133,5,2,84.3254251242615,10,161.99040092295
b,2021,March,129.3898484576495,225.7420099439333,113.7730236339849,129.3898484576495,145.0066732813141,163.9153579454872,184.4699725299145,205.0245871143418,240.4420867441223,305.5853564646097,370.7286261850968,5,3,98.1561988103203,10,163.880883737002
b,2021,April,212.4348831572568,283.134384365403,164.7424532147124,212.4348831572568,260.1273130998012,284.5160237560046,297.2528747690375,309.9897257820704,328.73104027682,359.4812817350031,390.231523193186,5,4,117.050023272168,10,453.758026266005
b,2021,May,177.0822542319076,286.1938822653613,165.6887973423583,177.0822542319076,188.4757111214569,227.69868469378,280.83641660749,333.9741485211999,375.3401083566716,393.1625240356664,410.9849397146612,5,5,369.39930313034,4,276.39460908249
b,2021,June,131.880265652668,234.5277353993151,115.8795874584467,131.880265652668,147.8809438468892,170.5336242797788,196.5123058320025,222.4909873842262,260.3498396440407,321.9690333190373,383.5882269940336,5,6,445.20742066903,1,447.851668586954
b,2021,July,157.7570493840614,249.8767309065443,114.0348251254764,157.7570493840614,201.4792736426463,218.9963565212676,223.410868709907,227.8253808985464,255.9288086558225,331.4100675503724,406.8913264449222,5,7,230.768389024306,4,100.77120250091
b,2021,August,416.6172906872819,436.305178893381,411.5991596854294,416.6172906872819,421.6354216891342,428.9004968260416,437.2890440304765,445.6775912349114,452.5491203169806,456.3866131543184,460.2241059916562,5,8,423.308132023085,7,375.953821314033
b,2021,September,98.57619276968772,156.6558762651403,84.55498965573501,98.57619276968772,112.5973958836404,126.0371581413784,139.186199971009,152.3352418006396,172.7628745760301,207.7476892429405,242.7325039098507,5,9,117.271130254958,7,472.932057681028
b,2021,October,222.7418808289804,256.35643530346,211.6007671609987,222.7418808289804,233.8829944969621,243.8886482068338,253.3265719376505,262.7644956684672,273.9820947246627,288.7590444316158,303.5359941385689,5,10,200.459653493017,10,440.030908698682
b,2021,November,132.5281016374938,298.032405328704,132.3043165302369,132.5281016374938,132.7518867447507,194.0301166069694,285.835568846669,377.6410210863685,443.7979855414013,458.6579744271002,473.5179633127991,5,11,132.08053142298,10,156.748216790147
b,2021,December,254.330320020672,329.8844623577315,184.2745676788035,254.330320020672,324.3860723625405,363.7710290392862,387.8205878834705,411.8701467276548,428.0806531941049,428.6130549050866,429.1454566160683,5,12,347.73798980983,7,108.265067492612
b,2020,January,207.6793286739852,296.0240784153577,188.2035237143286,207.6793286739852,227.1551336336418,250.5965973054992,276.020890333457,301.4451833614148,332.8879222660324,376.36755292397,419.8471835819075,6,1,318.39471204672,4,
b,2020,February,146.8001863523384,165.0762015325018,135.4075254243797,146.8001863523384,158.1928472802971,163.456046989653,165.6545160897075,167.852985189762,172.8848590762356,183.5835425355474,194.2822259948592,6,2,204.980909454171,1,
b,2020,March,206.6017929101362,285.6770688138203,185.2413383235691,206.6017929101362,227.9622474967033,243.9559011394154,257.2661543102,270.5764074809846,297.9344269251447,353.3879789160563,408.8415309069676,6,3,279.449909594841,4,
b,2020,April,267.6838395502414,347.1197202644543,258.6098721025042,267.6838395502414,276.7578069979786,304.9064677157436,342.5924750685225,380.2784824213014,410.238041217439,424.7447029002944,439.2513645831497,6,4,249.535904654767,10,
b,2020,May,193.982665390242,277.9574639670317,169.1568256998435,193.982665390242,218.8085050806405,236.94594979845,251.739197029965,266.53244426148,295.1571957541161,351.4449557689949,407.7327157838734,6,5,227.08378497744,7,
